SOH,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,

SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,1,3100047,,pcs,1.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,2,3210007,,pcs,4.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,3,3190007,,pcs,25.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,4,3030003,,pcs,1.0000,CM12NN,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,5,3190009,,pcs,30.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,6,3100041,,pcs,5.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,7,3080004,,pcs,5.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,8,3100014,,pcs,5.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,9,3080005,,pcs,4.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,10,3190013,,pcs,30.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,11,3190012,,pcs,30.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,12,3020030,,pkg,7.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,13,3010016,,pcs,1.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,14,3020006,,pcs,5.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,15,3190010,,pcs,30.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,16,3100034,,pcs,2.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,17,3280001,,pcs,4.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,18,3130001,,pcs,5.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,19,3190022,,pcs,65.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,20,3190014,,pcs,25.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,21,3190023,,pcs,5.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,22,3270002,,pcs,4.0000,CM12NN,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,23,3270004,,pcs,4.0000,CM12NN,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,24,3010015,,pcs,2.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,25,3100049,,pcs,2.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,803,26,3080015,,t10,4.0000,CM17PM,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,27,3200688,,pcs,6.0000,CM789P,0.0000,f,,
SOL,100004,06/28/2022,RSO,912231,06/21/2022,06/28/2022,100004,Central Mall,Central Mall,703020,703020,28,3200692,,pcs,1.0000,CM789P,0.0000,f,,
