SOH,600003,07/26/2022,RSO,915721,07/14/2022,07/26/2022,600003,Shaw,Shaw,

SOL,600003,07/26/2022,RSO,915721,07/14/2022,07/26/2022,600003,Shaw,Shaw,801,801,1,3100047,,pcs,5.0000,PRMCKE,0.0000,f,,
SOL,600003,07/26/2022,RSO,915721,07/14/2022,07/26/2022,600003,Shaw,Shaw,801,801,2,3210007,,pcs,5.0000,RUSH-W,0.0000,f,,
SOL,600003,07/26/2022,RSO,915721,07/14/2022,07/26/2022,600003,Shaw,Shaw,801,801,3,3190007,,pcs,5.0000,TRAYPD,0.0000,f,,



