SOL,110134,4/20/2022,OBC,801752,3/19/2022,4/20/2022,Gma,Gma,Gma,703020,702002,2,7200032,,apbox,4,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110146,4/20/2022,OBC,803066,3/19/2022,4/20/2022,Salitran,Salitran,Salitran,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110146,4/20/2022,OBC,803066,3/19/2022,4/20/2022,Salitran,Salitran,Salitran,703020,702002,1,7200033,,apbox,3,CM10AM,1,t,
SOL,110146,4/20/2022,OBC,803066,3/19/2022,4/20/2022,Salitran,Salitran,Salitran,703020,702002,2,7200032,,apbox,3,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110147,4/20/2022,OBC,804914,3/19/2022,4/20/2022,SM Market Mall Dasma,SM Market Mall Dasma,SM Market Mall Dasma,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110147,4/20/2022,OBC,804914,3/19/2022,4/20/2022,SM Market Mall Dasma,SM Market Mall Dasma,SM Market Mall Dasma,703020,702002,1,7200033,,apbox,3,CM10AM,1,t,
SOL,110147,4/20/2022,OBC,804914,3/19/2022,4/20/2022,SM Market Mall Dasma,SM Market Mall Dasma,SM Market Mall Dasma,703020,702002,2,1280283,,kgs,1,CM10AM,1,t,
SOL,110147,4/20/2022,OBC,804914,3/19/2022,4/20/2022,SM Market Mall Dasma,SM Market Mall Dasma,SM Market Mall Dasma,703020,702002,3,7200032,,apbox,3,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110149,4/20/2022,OBC,801796,3/19/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110149,4/20/2022,OBC,801796,3/19/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,703020,702002,1,7200033,,apbox,2,CM10AM,1,t,
SOL,110149,4/20/2022,OBC,801796,3/19/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,703020,702002,2,7200032,,apbox,2,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110149,4/20/2022,OBC,801798,3/24/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110149,4/20/2022,OBC,801798,3/24/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,703020,702002,1,7200032,,apbox,3,CM10AM,1,t,
SOL,110149,4/20/2022,OBC,801798,3/24/2022,4/20/2022,The District Dasma,The District Dasma,The District Dasma,703020,702002,3,7200033,,apbox,3,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110150,4/20/2022,OBC,801616,3/19/2022,4/20/2022,Indang,Indang,Indang,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110150,4/20/2022,OBC,801616,3/19/2022,4/20/2022,Indang,Indang,Indang,703020,702002,1,7200033,,apbox,24,CM10AM,1,t,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOH,110155,4/20/2022,OBC,802107,3/19/2022,4/20/2022,Waltermart Dasma,Waltermart Dasma,Waltermart Dasma,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SOL,110155,4/20/2022,OBC,802107,3/19/2022,4/20/2022,Waltermart Dasma,Waltermart Dasma,Waltermart Dasma,703020,702002,1,7200033,,apbox,3,CM10AM,1,t,
